asin,name,brand,price,ratings,image,srcset,url
B07P23VNN8,"Vestidos Largos, Vestidos Mujer Verano 2018 Mujer Rayado Largo Boho Vestido Lady Beach Verano Sundress Maxi Vestido de Talla Grande Vestidos Largos de Fiesta",SEMIR,"15,99 €","4,2 de 5 estrellas",https://m.media-amazon.com/images/I/61htd-6nhIL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/61htd-6nhIL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/61htd-6nhIL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/61htd-6nhIL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/61htd-6nhIL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/61htd-6nhIL._AC_UL960_QL65_.jpg 3x",/Vestidos-Largos-Verano-Vestido-Sundress/dp/B07P23VNN8/ref=sr_1_577?dchild=1&qid=1593188244&s=apparel&sr=1-577
B072L1YH2N,Vestido Largo Mujer Boho Vestido de Noche Maxi Playa Sundress,Amlaiworld,"11,47 €","3,2 de 5 estrellas",https://m.media-amazon.com/images/I/616JfcO+WGL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/616JfcO+WGL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/616JfcO+WGL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/616JfcO+WGL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/616JfcO+WGL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/616JfcO+WGL._AC_UL960_QL65_.jpg 3x",/Vestido-Amlaiworld-vestido-Sundress-Asi%C3%A1tico/dp/B072L1YH2N/ref=sr_1_578?dchild=1&qid=1593188244&s=apparel&sr=1-578
B07Z4YD2SX,Vestido de Fiesta para Mujer,Comma,"90,99 €",-1,https://m.media-amazon.com/images/I/91w+Lgkm9EL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/91w+Lgkm9EL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/91w+Lgkm9EL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/91w+Lgkm9EL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/91w+Lgkm9EL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/91w+Lgkm9EL._AC_UL960_QL65_.jpg 3x",/Comma-8t-002-82-3851-Vestido-Multicolor-Fabricante/dp/B07Z4YD2SX/ref=sr_1_579?dchild=1&qid=1593188244&s=apparel&sr=1-579
B081B8D79M,Beautiful Broderie Dress Vestido Informal para Mujer,Joe Browns,"59,64 €",-1,https://m.media-amazon.com/images/I/81R-UvOeUdL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/81R-UvOeUdL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/81R-UvOeUdL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/81R-UvOeUdL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/81R-UvOeUdL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/81R-UvOeUdL._AC_UL960_QL65_.jpg 3x",/Joe-Browns-Beautiful-Broderie-Informal/dp/B081B8D79M/ref=sr_1_580?dchild=1&qid=1593188244&s=apparel&sr=1-580
B07NYQPXBS,"Vestido de mezclilla de algodón con estampado de lunares, para mujer, casual, diario, clásico, sencillo, verano, de lunares, sin mangas, longitud de la rodilla, vestido recto",Roman Originals,"29,00 €","4,5 de 5 estrellas",https://m.media-amazon.com/images/I/61-YGvLdInL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/61-YGvLdInL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/61-YGvLdInL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/61-YGvLdInL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/61-YGvLdInL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/61-YGvLdInL._AC_UL960_QL65_.jpg 3x",/Roman-Originals-Vestido-Trapecio-Lunares/dp/B07NYQPXBS/ref=sr_1_581?dchild=1&qid=1593188244&s=apparel&sr=1-581
B07LGPQNYW,Philipa Dress Vestido para Mujer,GUESS,"76,09 €","5,0 de 5 estrellas",https://m.media-amazon.com/images/I/71kIgAEz8WL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/71kIgAEz8WL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/71kIgAEz8WL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/71kIgAEz8WL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/71kIgAEz8WL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/71kIgAEz8WL._AC_UL960_QL65_.jpg 3x",/Guess-Philipa-Dress-Vestido-Negro/dp/B07LGPQNYW/ref=sr_1_582?dchild=1&qid=1593188244&s=apparel&sr=1-582
B07W14DR91,Multi Vestido para Mujer,Pepe Jeans,"56,48 €",-1,https://m.media-amazon.com/images/I/91Ulgt2yb2L._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/91Ulgt2yb2L._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/91Ulgt2yb2L._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/91Ulgt2yb2L._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/91Ulgt2yb2L._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/91Ulgt2yb2L._AC_UL960_QL65_.jpg 3x",/Pepe-Jeans-Vestido-Multi-Small/dp/B07W14DR91/ref=sr_1_583?dchild=1&qid=1593188244&s=apparel&sr=1-583
B0821X6CPF,Downtown AOP Dress Vestido,Puma,0€,"5,0 de 5 estrellas",https://m.media-amazon.com/images/I/81f5OdHWLjL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/81f5OdHWLjL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/81f5OdHWLjL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/81f5OdHWLjL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/81f5OdHWLjL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/81f5OdHWLjL._AC_UL960_QL65_.jpg 3x",/Downtown-Dress-Vestido-Mujer-White/dp/B0821X6CPF/ref=sr_1_584?dchild=1&qid=1593188244&s=apparel&sr=1-584
B071W3QVDL,"Vestidos de Mujer, Vestido de Camiseta, Manga Larga O-Cuello Vestido Casual Vestido Suave Vestido Suave y Estirado, Colores Lisos, Talla Grande, Dos Bolsillos",V-toto,"10,55 €","3,3 de 5 estrellas",https://m.media-amazon.com/images/I/51b-zCa90RL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/51b-zCa90RL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/51b-zCa90RL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/51b-zCa90RL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/51b-zCa90RL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/51b-zCa90RL._AC_UL960_QL65_.jpg 3x",/V-toto-Vestidos-Vestido-camiseta-Colores/dp/B071W3QVDL/ref=sr_1_585?dchild=1&qid=1593188244&s=apparel&sr=1-585
B07R2MNGLS,Vestidos Vintage De Mujer De Lino Cambio De Manga Larga Cuello En V Casual Más Tamaño Maxi Vestido,Yulinge,"14,99 €","2,3 de 5 estrellas",https://m.media-amazon.com/images/I/61c4YZVg27L._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/61c4YZVg27L._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/61c4YZVg27L._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/61c4YZVg27L._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/61c4YZVg27L._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/61c4YZVg27L._AC_UL960_QL65_.jpg 3x",/Vestidos-Vintage-Cambio-Cuello-Vestido/dp/B07R2MNGLS/ref=sr_1_586?dchild=1&qid=1593188244&s=apparel&sr=1-586
B0855YZYXB,Señoras Mujer Maxi Caftán Kimono Túnica Vestir,Looking Glam,"20,00 €","4,3 de 5 estrellas",https://m.media-amazon.com/images/I/81ApGJu1ClL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/81ApGJu1ClL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/81ApGJu1ClL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/81ApGJu1ClL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/81ApGJu1ClL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/81ApGJu1ClL._AC_UL960_QL65_.jpg 3x",/Looking-Glam-Se%C3%B1oras-Caft%C3%A1n-Kimono/dp/B0855YZYXB/ref=sr_1_587?dchild=1&qid=1593188244&s=apparel&sr=1-587
B01J34ULYS,Alta Baja Vestido de Fiesta Gasa Cuello en V sin Mangas para Mujer 09983,Ever-Pretty,"49,99 €","4,0 de 5 estrellas",https://m.media-amazon.com/images/I/61fS+hH3EVL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/61fS+hH3EVL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/61fS+hH3EVL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/61fS+hH3EVL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/61fS+hH3EVL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/61fS+hH3EVL._AC_UL960_QL65_.jpg 3x",/Ever-Pretty-Vestidos-Mujeres-Vestido-formalesVestido/dp/B01J34ULYS/ref=sr_1_588?dchild=1&qid=1593188244&s=apparel&sr=1-588
B07W9LGLDD,Vestido de Fiesta para Mujer,Springfield,"24,44 €",-1,https://m.media-amazon.com/images/I/91-NiEMxHvL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/91-NiEMxHvL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/91-NiEMxHvL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/91-NiEMxHvL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/91-NiEMxHvL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/91-NiEMxHvL._AC_UL960_QL65_.jpg 3x",/Springfield-5-Pc-Vestido-Amebas-C-Amarillo-Fabricante/dp/B07W9LGLDD/ref=sr_1_589?dchild=1&qid=1593188244&s=apparel&sr=1-589
B07C8NJVWS,Marca Amazon - TRUTH & FABLE Vestido Cruzado con Bordado Mujer,TRUTH & FABLE,"37,50 €","3,7 de 5 estrellas",https://m.media-amazon.com/images/I/810X-s-3bVL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/810X-s-3bVL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/810X-s-3bVL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/810X-s-3bVL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/810X-s-3bVL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/810X-s-3bVL._AC_UL960_QL65_.jpg 3x",/TRUTH-FABLE-Vestido-Cruzado-fabricante/dp/B07C8NJVWS/ref=sr_1_590?dchild=1&qid=1593188244&s=apparel&sr=1-590
